,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa
504,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,401112246101888512,1,11,14,1,10,25,75,Rush,Drake Anderson run for 1 yd to the Nwest 26,1,-0.5874795431016855
505,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,401112246101888512,1,11,14,3,9,85,15,Pass Incompletion,"Hunter Johnson pass incomplete to Kyric McGowan, broken up by Myles Plummer",0,-0.5483985701763937
507,Northwestern,Big Ten,7,UNLV,Mountain West,7,4011122463,401112246101888512,1,11,14,3,8,27,73,Penalty,"Johnson, Hunter pass incomplete to McGowan, Kyric, PENALTY UNLV pass interference (FLOWERS, J.) 15 yards to the NU42, 1ST DOWN NU, NO PLAY.",15,
506,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122463,401112246101937792,1,6,21,4,9,85,15,Field Goal Good,Charlie Kuhbander 33 yd FG GOOD,33,-0.2672457869958453
512,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122464,401112246101937792,1,6,21,1,0,35,65,Kickoff,"Drew Luckenbaugh kickoff for 56 yds , Tyleek Collins return for 24 yds to the UNLV 33",24,
517,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,401112246101974016,1,2,59,2,5,64,36,Rush,Hunter Johnson run for 11 yds to the UNLV 25 for a 1ST down,11,0.451845986541839
518,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,401112246101974016,1,2,59,1,10,75,25,Pass Interception Return,"Hunter Johnson pass intercepted, touchback. Javin White return for no gain",0,-4.2999156377339425
519,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,401112246101974016,1,2,59,1,10,59,41,Rush,Jesse Brown run for 5 yds to the UNLV 36,5,0.0885892770886229
520,Northwestern,Big Ten,10,UNLV,Mountain West,7,4011122465,401112246101974016,1,2,59,1,10,24,76,Rush,Jesse Brown run for 35 yds to the UNLV 41 for a 1ST down,35,2.9050987175192713
533,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,1,10,75,25,Rush,Drake Anderson run for 9 yds to the UNLV 16,9,0.6477408231634345
534,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,2,1,84,16,Rush,Hunter Johnson run for 4 yds to the UNLV 12 for a 1ST down,4,-0.4777510029333025
541,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,1,10,33,67,Rush,Drake Anderson run for 2 yds to the Nwest 35,2,-0.600458473868767
542,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,2,8,35,65,Pass Reception,Hunter Johnson pass complete to Bennett Skowronek for 13 yds to the Nwest 48 for a 1ST down,13,2.0214608542994847
543,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,1,10,48,52,Pass Reception,Hunter Johnson pass complete to Malik Washington for 1 yd to the Nwest 49,1,-0.9023678946876946
544,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102894976,2,10,49,2,9,49,51,Pass Reception,"Hunter Johnson pass complete to JJ Jefferson for 11 yds to the NORTHWSTRN 40 for a 1ST down UNLV Penalty, personal foul (15 Yards) to the UNLV 25 for a 1ST down",26,2.210337821132068
535,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102924992,2,7,49,3,10,88,12,Pass Incompletion,Hunter Johnson pass incomplete to Jesse Brown,0,-0.4881360085064532
536,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102924992,2,7,49,2,8,90,10,Rush,Jesse Brown run for 3 yds to the UNLV 7,3,-0.090917661441286
538,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102924992,2,7,49,3,5,93,7,Penalty,"NORTHWESTERN Penalty, false start (Rashawn Slater) to the UNLV 12",-5,
539,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102924992,2,7,49,1,10,88,12,Penalty,"Johnson, Hunter pass complete to McGowan, Kyric for 12 yards to the UNLV0, clock 07:49, PENALTY NU ineligible downfield on pass (Urban, Nik) 5 yards to the UNLV17, NO PLAY.",-5,
545,Northwestern,Big Ten,10,UNLV,Mountain West,14,4011122467,401112246102924992,2,7,49,1,15,83,17,Rush,Drake Anderson run for 7 yds to the UNLV 10,7,0.161982762107255
537,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122467,401112246102939776,2,6,1,4,10,88,12,Field Goal Good,Charlie Kuhbander 30 yd FG GOOD,30,-0.3750957682847265
547,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122468,401112246102939776,2,6,1,1,0,35,65,Kickoff,"Trey Finison kickoff for 61 yds , Tyleek Collins return for 22 yds to the UNLV 26",22,
554,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,1,10,14,86,Pass Reception,"Hunter Johnson pass complete to Bennett Skowronek for 16 yds to the Nwest 30 for a 1ST down UNLV Penalty, personal foul (Drew Tejchman) to the Nwest 45 for a 1ST down",31,2.383453579012534
555,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,2,7,74,26,Pass Incompletion,"Hunter Johnson pass incomplete to Ramaud Chiaokhiao-Bowman, broken up by Rayshad Jackson",0,-0.60040272366439
556,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,3,7,74,26,Pass Incompletion,Hunter Johnson pass incomplete to Drake Anderson,0,-0.838327281363819
557,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,1,10,71,29,Rush,Hunter Johnson run for 3 yds to the UNLV 26,3,-0.165753158468877
558,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,2,7,58,42,Pass Reception,Hunter Johnson pass complete to Berkeley Holman for 4 yds to the UNLV 38,4,-0.1361245440703626
559,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,1,10,55,45,Rush,Hunter Johnson run for 3 yds to the UNLV 42,3,-0.3299594446081446
560,Northwestern,Big Ten,13,UNLV,Mountain West,14,4011122469,401112246102965376,2,3,45,1,10,45,55,Rush,Drake Anderson run for 10 yds to the UNLV 45 for a 1ST down,10,
553,Northwestern,Big Ten,16,UNLV,Mountain West,14,4011122469,401112246102988032,2,1,19,4,7,74,26,Field Goal Good,Charlie Kuhbander 44 yd FG GOOD,44,0.392784348095198
564,Northwestern,Big Ten,0,Wisconsin,Big Ten,0,4011122471,401112247101849920,1,15,0,1,10,65,65,Kickoff,"Trey Finison kickoff for 63 yds , Aron Cruickshank return for 44 yds to the Wisc 46",44,
576,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,401112247101914112,1,8,58,1,10,75,75,Rush,Isaiah Bowser run for a loss of 1 yard to the Nwest 24,-1,-0.8014893508157099
574,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,401112247101916480,1,8,34,2,11,76,76,Rush,Isaiah Bowser run for 3 yds to the Nwest 27,3,-0.12992184464295686
575,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,401112247101919616,1,8,3,3,8,73,73,Pass Incompletion,Hunter Johnson pass incomplete to Riley Lees,0,-0.22421028645399854
573,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122472,401112247101924224,1,7,57,4,8,73,73,Punt,"Daniel Kubiuk punt for 39 yds, fair catch by Jack Dunn at the Wisc 34",0,
586,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101945920,1,5,40,1,10,95,95,Rush,Drake Anderson run for a loss of 2 yards to the Nwest 3,-2,-0.34922228255785015
589,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101946880,1,5,30,2,12,97,97,Rush,Drake Anderson run for 3 yds to the Nwest 6,3,-0.03418169213657141
590,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101955392,1,4,45,3,9,94,94,Penalty,"NORTHWESTERN Penalty, False Start (Rashawn Slater) to the Nwest 3",-3,
588,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101964096,1,3,58,3,12,97,97,Rush,Drake Anderson run for 1 yd to the Nwest 4,1,-0.02933102487081205
591,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101965376,1,3,45,4,11,96,96,Penalty,"Kubiuk, Daniel punt 41 yards to the NORTHWSTRN45, Dunn, Jack return 0 yards to the NORTHWSTRN45, PENALTY WISCONSIN face mask (Wildgoose, Rachad) 15 yards to the NORTHWSTRN19, NO PLAY, 1ST DOWN NORTHWSTRN.",15,
585,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101966912,1,3,30,1,10,81,81,Rush,Drake Anderson run for 31 yds to the 50 yard line for a 1ST down,31,2.5972075888814237
584,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101969408,1,3,5,1,10,50,50,Pass Reception,Hunter Johnson pass complete to JJ Jefferson for 12 yds to the Wisc 38 for a 1ST down,12,0.746819283536185
595,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101969792,1,3,1,1,10,38,38,Rush,Hunter Johnson run for 25 yds to the Wisc 13 for a 1ST down,25,0.555663433539341
594,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101976192,1,2,37,1,10,13,13,Rush,Drake Anderson run for 3 yds to the Wisc 10,3,-0.098600859057136
592,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101984576,1,1,53,2,7,10,10,Rush,Hunter Johnson run for a loss of 2 yards to the Wisc 12,-2,-0.450781976033442
593,Northwestern,Big Ten,0,Wisconsin,Big Ten,7,4011122474,401112247101985792,1,1,41,3,9,12,12,Pass Incompletion,Hunter Johnson pass incomplete to Charlie Mangieri,0,-0.464914983739831
587,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122474,401112247101986176,1,1,37,4,9,12,12,Field Goal Good,Charlie Kuhbander 29 yd FG GOOD,29,-0.446772966123744
599,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122475,401112247101986816,1,1,31,4,9,65,65,Kickoff,"Trey Finison kickoff for 63 yds , Aron Cruickshank return for 25 yds to the Wisc 27",25,
605,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,401112247102856192,2,14,37,1,10,69,69,Rush,Isaiah Bowser run for 4 yds to the Nwest 35,4,-0.1445206744011678
603,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,401112247102859008,2,14,9,2,6,65,65,Rush,Isaiah Bowser run for 5 yds to the Nwest 40,5,0.1016322602349415
604,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,401112247102866880,2,13,30,3,1,60,60,Rush,Isaiah Bowser run for a loss of 2 yards to the Nwest 38,-2,-1.1351656644922201
602,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122476,401112247102867904,2,13,20,4,3,62,62,Punt,"Daniel Kubiuk punt for 36 yds, punt out-of-bounds at the Wisc 26",0,
611,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,401112247102885888,2,11,40,1,10,75,75,Rush,Drake Anderson run for 2 yds to the Nwest 27,2,-0.45260367932203766
612,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,401112247102888896,2,11,10,2,8,73,73,Rush,Drake Anderson run for 1 yd to the Nwest 28,1,-0.40259546283400116
613,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,401112247102896832,2,10,31,3,7,72,72,Pass Reception,Hunter Johnson pass complete to Drake Anderson for a loss of 1 yard to the Nwest 27,-1,-0.3004223397566266
610,Northwestern,Big Ten,3,Wisconsin,Big Ten,7,4011122478,401112247102899584,2,10,3,4,8,73,73,Punt,"Daniel Kubiuk punt for 29 yds, punt out-of-bounds at the Wisc 44",0,
618,Northwestern,Big Ten,0,Ohio State,Big Ten,0,4011122481,401112248101849920,1,15,0,1,10,35,65,Kickoff,"Trey Finison kickoff for 64 yds for a touchback NORTHWESTERN Penalty, Illegal Procedure (-5 Yards)",59,
630,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,401112248101895808,1,10,41,1,10,35,65,Rush,Kyric McGowan run for 13 yds to the Nwest 48 for a 1ST down,13,1.2346627219809039
634,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,401112248101899712,1,10,2,1,10,48,52,Sack,Aidan Smith sacked by Chase Young for a loss of 9 yards to the Nwest 39,-9,-2.717627873136861
632,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,401112248101905792,1,9,41,2,19,39,61,Rush,Drake Anderson run for 8 yds to the Nwest 47,8,0.42411451029511493
629,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,401112248101914112,1,8,58,3,11,47,53,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0,-0.5690936648381326
631,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122482,401112248101915328,1,8,46,4,11,47,53,Punt,"Daniel Kubiuk punt for 41 yds, punt out-of-bounds at the OhSt 12",0,
644,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101927296,1,7,26,1,10,41,59,Rush,Isaiah Bowser run for 11 yds to the OhSt 48 for a 1ST down,11,0.9727785135184703
647,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101934720,1,6,52,1,10,52,48,Pass Incompletion,Aidan Smith pass incomplete to Jace James,0,-1.0742999147475647
645,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101935616,1,6,43,2,10,52,48,Pass Reception,Aidan Smith pass complete to Riley Lees for 4 yds to the OhSt 44,4,-0.1659698499919937
639,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101938688,1,6,12,3,6,56,44,Rush,Isaiah Bowser run for 12 yds to the OhSt 32 for a 1ST down,12,2.054984175430553
641,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101945216,1,5,47,1,10,68,32,Rush,Aidan Smith run for 10 yds to the OhSt 22 for a 1ST down,10,
642,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101949312,1,5,6,1,10,78,22,Rush,Isaiah Bowser run for 5 yds to the OhSt 17,5,0.074636067054974
643,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101957504,1,4,24,2,5,83,17,Rush,Isaiah Bowser run for a loss of 1 yard to the OhSt 18,-1,-0.5330336339935946
646,Northwestern,Big Ten,0,Ohio State,Big Ten,7,4011122484,401112248101965120,1,3,48,3,6,82,18,Rush,Aidan Smith run for 3 yds to the OhSt 15,3,-0.1755750702916784
640,Northwestern,Big Ten,3,Ohio State,Big Ten,7,4011122484,401112248101969408,1,3,5,4,3,85,15,Field Goal Good,Charlie Kuhbander 33 yd FG GOOD,33,-0.718404596121241
660,Northwestern,Big Ten,3,Ohio State,Big Ten,7,4011122485,401112248101969408,1,3,5,4,3,35,65,Kickoff,Trey Finison kickoff for 65 yds for a touchback,0,
669,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102875584,2,12,43,1,10,25,75,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0,-0.7029700220436519
666,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102876288,2,12,36,2,10,25,75,Pass Reception,Aidan Smith pass complete to Kyric McGowan for 13 yds to the Nwest 38 for a 1ST down,13,1.8277215010854828
668,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102878016,2,12,19,1,10,38,62,Penalty,"McGowan, Kyric rush for 8 yards to the NORTHWSTRN46, PENALTY NORTHWSTRN holding (Slater, Rashawn) 10 yards to the NORTHWSTRN28, NO PLAY.",-10,
665,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102884672,2,11,52,1,20,28,72,Rush,Drake Anderson run for 2 yds to the Nwest 30,2,-0.22198186609684267
664,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102889088,2,11,8,2,18,30,70,Rush,Aidan Smith run for 4 yds to the Nwest 34,4,-0.045542716574919595
670,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102895872,2,10,40,3,14,34,66,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0,-0.1943104045342485
667,Northwestern,Big Ten,3,Ohio State,Big Ten,14,4011122486,401112248102898304,2,10,16,4,14,34,66,Punt,"Daniel Kubiuk punt for 38 yds , Demario McCall returns for a loss of 1 yard to the OhSt 27",38,
681,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102906432,2,9,35,1,10,25,75,Rush,Isaiah Bowser run for 2 yds to the Nwest 27,2,-0.45260367932203766
680,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102913984,2,8,59,2,8,27,73,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0,-0.4788075161366292
673,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102914624,2,8,53,3,8,27,73,Penalty,"Smith, Aidan pass incomplete to McGowan, Kyric, PENALTY OHIOST pass interference (Arnette, Damon) 8 yards to the NORTHWSTRN35, NO PLAY, 1ST DOWN NORTHWSTRN.",8,
675,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102915008,2,8,49,1,10,35,65,Penalty,"Smith, Aidan pass sacked for loss of 1 yards to the NORTHWSTRN34 (Hamilton, Davon), PENALTY OHIOST illegal use of hands (Cooper, Jonathon) 15 yards to the 50 yardline, NO PLAY, 1ST DOWN NORTHWSTRN.",15,
679,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102916416,2,8,35,1,10,50,50,Rush,Kyric McGowan run for 1 yd to the OhSt 49,1,-0.873884986133115
678,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102919872,2,8,0,2,9,51,49,Rush,Aidan Smith run for 3 yds to the OhSt 46,3,-0.4067541391909088
677,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102926720,2,7,32,3,6,54,46,Pass Incompletion,Aidan Smith pass incomplete,0,-0.9913259097005076
676,Northwestern,Big Ten,3,Ohio State,Big Ten,21,4011122488,401112248102928704,2,7,12,4,6,54,46,Punt,"Daniel Kubiuk punt for 33 yds, fair catch by Garrett Wilson at the OhSt 13",0,
689,Northwestern,Big Ten,0,Purdue,Big Ten,0,4011122491,401112249101849920,1,15,0,1,10,35,65,Kickoff,"Trey Finison kickoff for 60 yds , Zander Horvath return for 21 yds to the Prdue 26",21,
696,Northwestern,Big Ten,0,Purdue,Big Ten,0,4011122492,401112249101889088,1,11,8,1,10,8,92,Pass Reception,Aidan Smith pass complete to Riley Lees for 13 yds to the Nwest 21 for a 1ST down,13,0.5181704843738508
695,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122492,401112249101896512,1,10,34,1,10,21,79,Rushing Touchdown,Kyric McGowan run for 79 yds for a TD (Charlie Kuhbander KICK),79,6.330534789817156
698,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122493,401112249101896512,1,10,34,1,0,35,65,Kickoff,Trey Finison kickoff for 65 yds for a touchback,0,
706,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,1,10,40,60,Rush,Kyric McGowan run for 3 yds to the Nwest 43,3,-0.4315308590496248
707,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,2,7,43,57,Pass Reception,Aidan Smith pass complete to Jace James for 13 yds to the Prdue 44 for a 1ST down,13,1.7755491056832788
708,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,1,10,27,73,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0,-0.766047035673644
709,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,1,10,56,44,Rush,Riley Lees run for 6 yds to the Prdue 38,6,0.295635896925372
710,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,2,4,62,38,Rush,Aidan Smith run for 9 yds to the Prdue 29 for a 1ST down,9,0.3289452759865373
711,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,1,10,71,29,Rush,Kyric McGowan run for 1 yd to the Prdue 28,1,-0.4070770134362323
712,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,2,10,27,73,Rush,Drake Anderson run for 4 yds to the Nwest 31,4,-0.07060085373078628
713,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,2,6,21,79,Pass Reception,Aidan Smith pass complete to Kyric McGowan for 6 yds to the Nwest 27 for a 1ST down,6,
714,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,1,10,17,83,Rush,Kyric McGowan run for 4 yds to the Nwest 21,4,-0.07437138834457713
715,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,2,9,72,28,Pass Reception,Aidan Smith pass complete to Jace James for 12 yds to the Prdue 16 for a 1ST down,12,0.6266554767419699
717,Northwestern,Big Ten,7,Purdue,Big Ten,0,4011122494,401112249101918528,1,8,14,3,6,31,69,Pass Reception,Aidan Smith pass complete to Riley Lees for 9 yds to the Nwest 40 for a 1ST down,9,2.0124627194826914
716,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122494,401112249101965184,1,3,47,1,10,84,16,Passing Touchdown,Aidan Smith pass complete to Jace James for 16 yds for a TD (Charlie Kuhbander KICK),16,2.5687227212923744
723,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122495,401112249101965184,1,3,47,1,0,35,65,Kickoff,Trey Finison kickoff for 65 yds for a touchback,0,
728,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,1,38,3,11,6,94,Pass Reception,Aidan Smith pass complete to Berkeley Holman for 20 yds to the Nwest 26 for a 1ST down,20,1.3223495249199377
729,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,1,38,1,10,7,93,Rush,Kyric McGowan run for 1 yd to the Nwest 8,1,-0.25741288696273923
730,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,1,38,2,9,8,92,Rush,Kyric McGowan run for a loss of 2 yards to the Nwest 6,-2,-0.19820573851611376
731,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,1,38,2,10,26,74,Pass Reception,Aidan Smith pass complete to Riley Lees for no gain to the Nwest 26,0,-0.3675373383433538
732,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,1,38,1,10,26,74,Pass Incompletion,Aidan Smith pass incomplete to Berkeley Holman,0,-0.7342478781140684
734,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249101986112,1,0,0,0,10,0,100,End Period,End of 1st Quarter,0,
727,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249102849920,2,15,0,3,10,26,74,Pass Incompletion,Aidan Smith pass incomplete to Ramaud Chiaokhiao-Bowman,0,-0.1692248042178708
733,Northwestern,Big Ten,14,Purdue,Big Ten,0,4011122496,401112249102849920,2,15,0,4,10,26,74,Punt,"Andrew David punt for 32 yds, fair catch by Jackson Anthrop at the Prdue 42",0,
750,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,1,10,45,55,Pass Reception,Aidan Smith pass complete to Trey Pugh for 1 yd to the Nwest 46,1,-0.9265072803619887
751,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,3,12,43,57,Pass Incompletion,"Aidan Smith pass incomplete to Jace James, broken up by Simeon Smiley",0,-0.41941505197513074
753,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,4,12,43,57,Punt,"Andrew David punt for 33 yds, fair catch by Jackson Anthrop at the Prdue 24",0,
754,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,1,10,25,75,Rush,"Drake Anderson run for 5 yds to the Nwest 30 for a 1ST down PURDUE Penalty, face mask (15 yards) (15 Yards) to the Nwest 45 for a 1ST down",20,1.8011418824049565
755,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,3,7,48,52,Penalty,"NORTHWESTERN Penalty, false start (Trey Pugh) to the Nwest 43",-5,
756,Northwestern,Big Ten,14,Purdue,Big Ten,7,4011122498,401112249102904192,2,9,57,2,9,46,54,Rush,Drake Anderson run for 2 yds to the Nwest 48,2,-0.6062660912681573
761,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,401112250101849920,1,15,0,2,4,31,69,Rush,Evan Hull run for a loss of 1 yard to the Nwest 30,-1,-0.9925621565849942
763,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,401112250101849920,1,15,0,4,5,30,70,Punt,"Andrew David punt for 23 yds, punt out-of-bounds at the UMass 47",0,
764,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,401112250101849920,1,15,0,3,5,30,70,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0,-0.3716239049161505
765,Northwestern,Big Ten,0,UMass,FBS Independents,0,4011122501,401112250101849920,1,15,0,1,10,25,75,Rush,Evan Hull run for 6 yds to the Nwest 31,6,0.3333748010525683
777,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,1,10,35,65,Rush,Aidan Smith run for 8 yds to the Nwest 43,8,1.037188716394402
778,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,3,7,48,52,Pass Reception,Aidan Smith pass complete to Riley Lees for 18 yds to the UMass 34 for a 1ST down,18,2.872660448032841
779,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,1,10,66,34,Pass Reception,Aidan Smith pass complete to Riley Lees for 5 yds to the UMass 29,5,0.08067951505409
780,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,2,5,71,29,Pass Interception Return,Aidan Smith pass intercepted Xavier Steele return for 2 yds to the UMass 42,-2,-4.14395335414042
782,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,1,10,45,55,Pass Incompletion,Aidan Smith pass incomplete to Evan Hull,0,-1.1618692012952412
783,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,2,2,43,57,Rush,Evan Hull run for 2 yds to the Nwest 45 for a 1ST down,2,
784,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122503,401112250101895488,1,10,44,2,10,45,55,Rush,Evan Hull run for 3 yds to the Nwest 48,3,-0.3709041703349048
789,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,401112250101919232,1,8,7,2,1,57,43,Rush,Drake Anderson run for 4 yds to the UMass 39 for a 1ST down,4,-0.283284097608384
790,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,401112250101919232,1,8,7,1,10,61,39,Fumble Recovery (Own),"Drake Anderson run for a loss of 1 yard to the UMass 44 Drake Anderson fumbled, forced by Isaiah Rodgers,",-1,-1.015195614654532
791,Northwestern,Big Ten,0,UMass,FBS Independents,3,4011122505,401112250101919232,1,8,7,1,10,14,86,Rush,Drake Anderson run for 3 yds to the Nwest 17,3,-0.17692987996152973
