,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa
0,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101849920,1,15,0,1,10,71,71,Pass Reception,Andrew Marty pass complete to Riley Lees for 5 yds to the Nwest 34,5,0.1013807738833972
1,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101849920,1,15,0,2,3,75,75,Rush,Drake Anderson run for 4 yds to the Nwest 29 for a 1ST down,4,0.2191024756905495
5,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101849920,1,15,0,1,10,61,61,Rush,Andrew Marty run for 1 yd to the Nwest 40,1,-0.9002974178644043
6,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101849920,1,15,0,2,5,66,66,Pass Reception,Andrew Marty pass complete to Riley Lees for 5 yds to the Nwest 39 for a 1ST down,5,
8,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101849920,1,15,0,1,10,82,82,Rush,Drake Anderson run for 7 yds to the Nwest 25,7,0.4935789008473366
2,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101877504,1,12,24,4,4,55,55,Punt,Andrew David punt for 55 yds for a touchback,0,
3,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101877504,1,12,24,2,9,60,60,Pass Reception,Andrew Marty pass complete to Riley Lees for no gain to the Nwest 40,0,-0.8114739719044
4,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101877504,1,12,24,3,9,60,60,Rush,Andrew Marty run for 5 yds to the Nwest 45,5,0.0397483490399644
9,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121561,401112156101877504,1,12,24,2,9,60,60,Timeout,"Timeout ILLINOIS, clock 12:24",0,
14,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,2,13,18,18,Rush,Andrew Marty run for 3 yds to the Illin 15,3,-0.14348967791585
16,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,1,10,15,15,Fumble Recovery (Own),"Drake Anderson run for 2 yds to the Illin 18 Drake Anderson fumbled, forced by Stanley Green, recovered by Nwest Sam Gerak",2,-0.179494976485374
17,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,3,10,15,15,Pass Incompletion,Andrew Marty pass incomplete to Trey Pugh,0,-0.5749405759083858
18,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,3,3,24,24,Rush,Andrew Marty run for 9 yds to the Illin 15 for a 1ST down,9,0.5308685090591108
19,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,2,7,28,28,Rush,Drake Anderson run for 4 yds to the Illin 24,4,-0.0663594732483315
20,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,1,10,31,31,Rush,Andrew Marty run for 3 yds to the Illin 28,3,-0.1807619553029143
21,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,3,5,36,36,Rush,Andrew Marty run for 5 yds to the Illin 31 for a 1ST down,5,
22,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,2,9,40,40,Rush,Coco Azema run for 4 yds to the Illin 36,4,-0.1374658107774033
23,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,1,10,41,41,Rush,Drake Anderson run for 1 yd to the Illin 40,1,-0.6717839246394793
24,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,3,3,53,53,Rush,Drake Anderson run for 12 yds to the Illin 41 for a 1ST down,12,2.1100753775947414
25,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,2,8,58,58,Rush,Drake Anderson run for 5 yds to the Nwest 47,5,0.0862897758910038
26,Northwestern,Big Ten,0,Illinois,Big Ten,0,4011121563,401112156101904896,1,9,50,1,10,60,60,Rush,Drake Anderson run for 2 yds to the Nwest 42,2,-0.6799841752385892
15,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121563,401112156101969408,1,3,5,4,10,15,15,Field Goal Good,Charlie Kuhbander 33 yd FG GOOD,33,-0.1846758852644452
27,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121564,401112156101969408,1,3,5,1,0,65,65,Kickoff,"Charlie Kuhbander kickoff for 56 yds , Dre Brown return for 16 yds to the Illin 25",16,
32,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121565,401112156101986688,1,1,32,1,10,45,45,Rush,Andrew Marty run for no gain to the Illin 45,0,-0.997770018980635
35,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121565,401112156101986688,1,1,32,3,12,47,47,Rush,Andrew Marty run for 8 yds to the Illin 39,8,0.6772848786787762
36,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121565,401112156101986688,1,1,32,2,10,45,45,Rush,Drake Anderson run for a loss of 2 yards to the Illin 47,-2,-1.4673847440524292
34,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121565,401112156101986688,1,0,0,0,12,0,0,End Period,End of 1st Quarter,0,
33,Northwestern,Big Ten,3,Illinois,Big Ten,0,4011121565,401112156102849920,2,15,0,4,4,39,39,Pass Interception Return,Andrew Marty pass intercepted Nate Hobbs return for 29 yds to the Nwest 39,-29,-1.7356160305786439
41,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,2,6,54,54,Rush,Drake Anderson run for 2 yds to the Nwest 48,2,-0.6811065083081614
44,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,4,2,14,14,Rush,Andrew Marty run for 2 yds to the Illin 12 for a 1ST down,2,
45,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,3,6,18,18,Rush,Raymond Niro III run for 4 yds to the Illin 14,4,-0.0622269592833824
46,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,2,7,19,19,Rush,Jace James run for 1 yd to the Illin 18,1,-0.3320953105044356
47,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,1,10,22,22,Rush,Drake Anderson run for 3 yds to the Illin 19,3,-0.126302256434185
48,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,3,1,25,25,Rush,Andrew Marty run for 3 yds to the Illin 22 for a 1ST down,3,0.270295510073167
49,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,2,7,31,31,Rush,Drake Anderson run for 6 yds to the Illin 25,6,0.2254879520404353
50,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,1,10,75,75,Rush,Andrew Marty run for 7 yds to the Nwest 32,7,0.604642460086338
51,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,1,10,34,34,Rush,Coco Azema run for 3 yds to the Illin 31,3,-0.2066800678483923
52,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,2,6,40,40,Rush,Coco Azema run for 6 yds to the Illin 34 for a 1ST down,6,
53,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,1,10,44,44,Rush,Andrew Marty run for 4 yds to the Illin 40,4,-0.1108700500197327
54,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,2,3,68,68,Rush,Drake Anderson run for 10 yds to the Nwest 42 for a 1ST down,10,0.911409447595668
55,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,3,4,52,52,Pass Reception,Andrew Marty pass complete to Ramaud Chiaokhiao-Bowman for 8 yds to the Illin 44 for a 1ST down,8,1.9964537907387108
56,Northwestern,Big Ten,3,Illinois,Big Ten,7,4011121567,401112156102865536,2,13,44,1,10,58,58,Rush,Andrew Marty run for 4 yds to the Nwest 46,4,-0.1665264279012551
43,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121567,401112156102947904,2,5,20,1,10,12,12,Rushing Touchdown,Andrew Marty run for 12 yds for a TD (Charlie Kuhbander KICK),12,2.5300945420359255
61,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121568,401112156102947904,2,5,20,1,0,65,65,Kickoff,Charlie Kuhbander kickoff for 53 yds,0,
62,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,3,10,57,57,Rush,Raymond Niro III run for 8 yds to the Illin 49,8,0.5591651050018474
63,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,1,10,40,40,Penalty,"Marty, Andrew pass incomplete to Lees, Riley, PENALTY NU ineligible downfield on pass (Slater, Rashawn) 5 yards to the ILL45, NO PLAY.",-5,
68,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,2,15,45,45,Rush,Andrew Marty run for 7 yds to the Illin 38,7,0.50240869267299
69,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,2,11,58,58,Rush,Drake Anderson run for 1 yd to the Nwest 43,1,-0.6391754066432807
70,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,4,2,49,49,Rush,Andrew Marty run for 9 yds to the Illin 40 for a 1ST down,9,2.7257777403544363
71,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,1,10,57,57,Rush,Andrew Marty run for a loss of 1 yard to the Nwest 42,-1,-1.3694998851390174
72,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102956480,2,4,34,1,15,45,45,Pass Incompletion,"Andrew Marty pass incomplete to Malik Washington, broken up by Delano Ware",0,-1.0198033924746657
64,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102994176,2,0,57,3,8,38,38,Timeout,"Timeout NORTHWESTERN, clock 00:57",0,
65,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102994176,2,0,57,3,8,38,38,Rush,Drake Anderson run for 3 yds to the Illin 35,3,-0.389190902142353
66,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102997632,2,0,23,4,5,35,35,Timeout,"Timeout NORTHWESTERN, clock 00:23",0,
67,Northwestern,Big Ten,10,Illinois,Big Ten,7,4011121569,401112156102997632,2,0,23,4,5,35,35,Pass Incompletion,Andrew Marty pass incomplete to Jace James,0,-1.996562289628013
78,Northwestern,Big Ten,0,Indiana,Big Ten,0,4011121651,401112165101849920,1,15,0,1,10,65,65,Kickoff,Trey Finison kickoff for 65 yds for a touchback,0,
88,Northwestern,Big Ten,0,Indiana,Big Ten,3,4011121652,401112165101905984,1,9,39,1,10,75,75,Fumble Recovery (Opponent),"Aidan Smith run for 22 yds to the Nwest 47 Aidan Smith fumbled, forced by Tiawan Mullen, recovered by Ind Michael Ziemba",22,
107,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935872,1,6,40,1,10,65,65,Rush,Drake Anderson run for a loss of 1 yard to the Nwest 34,-1,-1.1754014811374063
97,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,2,7,40,40,Rush,Jesse Brown run for 1 yd to the Ind 39,1,-0.7884099748184584
98,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,1,10,27,27,Penalty,"Smith, Aidan pass complete to McGowan, Kyric for 4 yards to the IND23 (Ball, Marcelino), PENALTY NU holding (Vogel, Gunnar) 10 yards to the IND37, NO PLAY.",-10,
99,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,2,7,11,11,Rush,Jesse Brown run for 5 yds to the Ind 6,5,0.062277956997449
100,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,1,10,43,43,Pass Reception,Aidan Smith pass complete to Kyric McGowan for 3 yds to the Ind 40,3,-0.3057652594509188
101,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,1,10,14,14,Rush,Aidan Smith run for 3 yds to the Ind 11,3,-0.1007251569352445
103,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,2,18,35,35,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 21 yds to the Ind 14 for a 1ST down,21,1.963345990098528
104,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,4,2,35,35,Rush,Kyric McGowan run for 8 yds to the Ind 27 for a 1ST down,8,1.865476419501123
105,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,2,11,66,66,Pass Reception,Aidan Smith pass complete to Jace James for 11 yds to the Nwest 45 for a 1ST down,11,
108,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,1,10,55,55,Rush,Drake Anderson run for 5 yds to the 50 yard line,5,0.1079044232439195
109,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,2,5,50,50,Rush,Kyric McGowan run for 1 yd to the Ind 49,1,-0.9540715072765594
110,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,3,4,49,49,Rush,Aidan Smith run for 6 yds to the Ind 43 for a 1ST down,6,1.7704102334181506
112,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,1,20,37,37,Rush,Drake Anderson run for 2 yds to the Ind 35,2,-0.5217115523597151
113,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,6,40,3,6,39,39,Rush,Aidan Smith run for 4 yds to the Ind 35,4,-0.1602119386923776
102,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165101935936,1,0,0,0,7,0,0,End Period,End of 1st Quarter,0,
106,Northwestern,Big Ten,0,Indiana,Big Ten,10,4011121654,401112165102849920,2,15,0,3,2,6,6,Rush,Aidan Smith run for a loss of 1 yard to the Ind 7,-1,-0.4202073805623477
114,Northwestern,Big Ten,3,Indiana,Big Ten,10,4011121654,401112165102858112,2,14,18,4,3,7,7,Field Goal Good,Charlie Kuhbander 25 yd FG GOOD,25,-0.9930622443207753
116,Northwestern,Big Ten,3,Indiana,Big Ten,10,4011121655,401112165102858112,2,14,18,1,0,65,65,Kickoff,"Trey Finison kickoff for 56 yds , David Ellis return for 18 yds to the Ind 27",18,
123,Northwestern,Big Ten,3,Indiana,Big Ten,10,4011121656,401112165102874688,2,12,52,1,10,80,80,Fumble Recovery (Opponent),"Drake Anderson run for a loss of 2 yards to the Nwest 18 Drake Anderson fumbled, forced by Cam Jones, recovered by Ind Tiawan Mullen",-2,
131,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,2,9,51,51,Rush,Jesse Brown run for 1 yd to the 50 yard line,1,-0.8453333998734678
132,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,1,10,64,64,Penalty,"Johnson, Hunter rush for 9 yards to the NU45 (Mullen, Tiawan), PENALTY NU holding (Bacon, Preston) 10 yards to the NU26, NO PLAY.",-10,
133,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,3,11,65,65,Pass Reception,Hunter Johnson pass complete to Riley Lees for 13 yds to the Nwest 48 for a 1ST down,13,2.9005368336015716
134,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,1,10,52,52,Rush,Jesse Brown run for 1 yd to the Nwest 49,1,-0.9023678946876946
135,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,2,5,70,70,Pass Reception,Hunter Johnson pass complete to Riley Lees for 6 yds to the Nwest 36 for a 1ST down,6,0.8360173954125062
136,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,2,19,73,73,Pass Reception,Hunter Johnson pass complete to Riley Lees for 8 yds to the Nwest 35,8,0.21174649913629207
137,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,1,10,75,75,Pass Reception,Hunter Johnson pass complete to Kyric McGowan for 5 yds to the Nwest 30,5,0.0945451165334843
138,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,1,20,74,74,Rush,Jesse Brown run for 1 yd to the Nwest 27,1,-0.24870521414371716
139,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,4,8,50,50,Punt,"Andrew David punt for 35 yds, fair catch by Whop Philyor at the Ind 15",0,
140,Northwestern,Big Ten,3,Indiana,Big Ten,17,4011121658,401112165102888896,2,11,10,3,8,50,50,Pass Incompletion,Hunter Johnson pass incomplete,0,-0.7948843546832176
154,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121971,401112197101849920,1,15,0,1,10,35,65,Kickoff,"Trey Finison kickoff for 61 yds , Ihmir Smith-Marsette return for 26 yds to the Iowa 30",26,
155,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121972,401112197101859584,1,14,3,1,10,19,81,Rush,Isaiah Bowser run for 5 yds to the Nwest 24,5,0.0837442926407759
156,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121972,401112197101859584,1,14,3,2,5,24,76,Pass Incompletion,"Aidan Smith pass incomplete to Kyric McGowan, broken up by Michael Ojemudia",0,-0.5797787650697774
157,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121972,401112197101859584,1,14,3,3,5,24,76,Pass Interception Return,Aidan Smith pass intercepted Chauncey Golston return for 3 yds to the Nwest 21,-3,-0.06534600656820189
162,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,3,11,43,57,Rush,Aidan Smith run for 9 yds to the Iowa 48,9,0.7187707458728942
163,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,2,10,44,56,Rush,Isaiah Bowser run for a loss of 1 yard to the Nwest 43,-1,-1.0193673708452637
164,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,1,10,44,56,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0,-1.1612466882658818
165,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,4,2,52,48,Rush,John Moten IV run for a loss of 2 yards to the 50 yard line,-2,-1.1679739053824427
166,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,2,10,28,72,Rush,Kyric McGowan run for 2 yds to the Nwest 30,2,-0.27038846711114406
167,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,1,10,28,72,Pass Incompletion,Aidan Smith pass incomplete to Kyric McGowan,0,-0.7982008475508557
168,Northwestern,Big Ten,0,Iowa,Big Ten,0,4011121974,401112197101884032,1,11,59,3,8,30,70,Pass Reception,Aidan Smith pass complete to JJ Jefferson for 14 yds to the Nwest 44 for a 1ST down,14,2.554039245548746
173,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,1,10,25,75,Rush,Isaiah Bowser run for 6 yds to the Nwest 31,6,0.3333748010525683
174,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,3,9,41,59,Sack,Aidan Smith sacked by Joe Evans and A.J. Epenesa for a loss of 2 yards to the Nwest 39,-2,-0.596213728427962
175,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,1,10,40,60,Rush,Isaiah Bowser run for no gain to the Nwest 40,0,-1.1247712359915258
176,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,2,10,40,60,Rush,Kyric McGowan run for 1 yd to the Nwest 41,1,-0.6294708353139953
177,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,4,11,39,61,Punt,Andrew David punt for 40 yds,0,
178,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,2,4,31,69,Pass Incompletion,Aidan Smith pass incomplete to Kyric McGowan,0,-0.8681070846083454
179,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121976,401112197101916096,1,8,38,3,4,31,69,Pass Reception,Aidan Smith pass complete to JJ Jefferson for 9 yds to the Nwest 40 for a 1ST down,9,1.8555867991334232
184,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121978,401112197101949824,1,5,1,3,7,37,63,Pass Incompletion,Aidan Smith pass incomplete to Ramaud Chiaokhiao-Bowman,0,-0.45087147645664505
185,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121978,401112197101949824,1,5,1,1,10,34,66,Rush,Isaiah Bowser run for 3 yds to the Nwest 37,3,-0.3978048422172354
186,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121978,401112197101949824,1,5,1,2,7,37,63,Rush,Aidan Smith run for no gain to the Nwest 37,0,-0.8359160533289813
187,Northwestern,Big Ten,0,Iowa,Big Ten,7,4011121978,401112197101949824,1,5,1,4,7,37,63,Punt,"Andrew David punt for 42 yds, downed at the Iowa 21",0,
214,Northwestern,Big Ten,0,Michigan State,Big Ten,0,4011122151,401112215101849920,1,15,0,1,10,35,65,Kickoff,Trey Finison kickoff for 65 yds for a touchback,0,
218,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122152,401112215101889024,1,11,9,1,10,35,65,Sack,Hunter Johnson sacked by Joe Bachie for a loss of 9 yards to the Nwest 26,-9,-1.8980006284073268
220,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122152,401112215101895488,1,10,44,2,19,26,74,Rush,Isaiah Bowser run for 5 yds to the Nwest 31,5,0.01301127176831063
219,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122152,401112215101898816,1,10,11,3,14,31,69,Pass Reception,Hunter Johnson pass complete to Isaiah Bowser for 4 yds to the Nwest 35,4,-0.03252962690330907
216,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122152,401112215101904832,1,9,51,4,10,35,65,Punt,"Daniel Kubiuk punt for 44 yds , Cody White returns for 6 yds to the MchSt 27 Cody White fumbled, recovered by Nwest",6,
224,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101908288,1,9,16,1,10,73,27,Rush,Drake Anderson run for 1 yd to the MchSt 26,1,-0.3748730062798895
226,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101908928,1,9,10,2,9,74,26,Penalty,"MICHIGAN ST Penalty, Defensive Pass Interference (3 Yards) to the MchSt 23 for a 1ST down",3,
223,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101914880,1,8,50,1,10,77,23,Rush,Isaiah Bowser run for 4 yds to the MchSt 19,4,-0.0314047953383095
221,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101916928,1,8,30,2,6,81,19,Rush,Hunter Johnson run for 2 yds to the MchSt 17,2,-0.240384292895571
228,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101924416,1,7,55,3,4,83,17,Rush,Hunter Johnson run for 10 yds to the MchSt 7 for a 1ST down,10,0.739012135977898
227,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101927872,1,7,20,1,7,93,7,Rush,Isaiah Bowser run for 6 yds to the MchSt 1,6,0.296402392854205
229,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101934976,1,6,49,2,1,99,1,Rush,Isaiah Bowser run for no gain to the MchSt 1,0,-0.553645991706544
222,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101936896,1,6,30,3,1,99,1,Rush,Isaiah Bowser run for no gain to the MchSt 1,0,-0.331755745676551
225,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122153,401112215101944000,1,5,59,4,1,99,1,Rush,Hunter Johnson run for a loss of 2 yards to the MchSt 3,-2,-4.214246025143899
238,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101977728,1,2,22,1,10,36,64,Rush,Drake Anderson run for 1 yd to the Nwest 37,1,-0.8530905486726476
249,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101978304,1,2,16,2,9,37,63,Pass Incompletion,Hunter Johnson pass incomplete,0,-0.7156844087137806
250,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101979712,1,2,2,3,9,37,63,Pass Reception,Hunter Johnson pass complete to Ramaud Chiaokhiao-Bowman for 18 yds to the MchSt 45 for a 1ST down,18,3.2394534800946913
248,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101986880,1,1,30,1,10,55,45,Pass Reception,Hunter Johnson pass complete to Drake Anderson for 2 yds to the MchSt 43,2,-0.548127712470997
247,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101989120,1,1,8,2,8,57,43,Pass Reception,Hunter Johnson pass complete to Bennett Skowronek for 5 yds to the MchSt 38,5,0.0820437237924898
246,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101995392,1,0,45,3,3,62,38,Pass Reception,Hunter Johnson pass complete to Kyric McGowan for 7 yds to the MchSt 31 for a 1ST down,7,1.1006519036726272
239,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101996224,1,0,37,1,10,69,31,Pass Incompletion,Hunter Johnson pass incomplete,0,-0.5824837756999947
245,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101998400,1,0,15,2,10,69,31,Rush,Isaiah Bowser run for a loss of 2 yards to the MchSt 33,-2,-1.203375745040022
241,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101999808,1,0,1,1,10,82,18,Pass Reception,Hunter Johnson pass complete to Riley Lees for a loss of 3 yards to the MchSt 21,-3,-0.603122363035689
244,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101999808,1,0,1,3,12,67,33,Penalty,"MICHIGAN ST Penalty, Defensive Pass Interference (15 Yards) to the MchSt 18 for a 1ST down",15,
243,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215101999808,1,0,0,0,10,0,100,End Period,End of 1st Quarter,0,
242,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215102855424,2,14,45,2,13,79,21,Rush,Isaiah Bowser run for no gain to the MchSt 21,0,-0.5574602478683204
240,Northwestern,Big Ten,0,Michigan State,Big Ten,7,4011122155,401112215102858112,2,14,18,3,13,79,21,Pass Incompletion,Hunter Johnson pass incomplete,0,-0.8503497902625748
237,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122155,401112215102858624,2,14,13,4,13,79,21,Field Goal Good,Charlie Kuhbander 39 yd FG GOOD,39,0.6027251102371753
254,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122156,401112215102858624,2,14,13,4,13,35,65,Kickoff,"Trey Finison kickoff for 54 yds , Darrell Stewart Jr. return for 31 yds to the MchSt 42",31,
259,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122157,401112215102884672,2,11,52,1,10,20,80,Penalty,"NORTHWESTERN Penalty, False Start (-5 Yards) to the Nwest 15",-5,
261,Northwestern,Big Ten,3,Michigan State,Big Ten,7,4011122157,401112215102886912,2,11,30,1,15,15,85,Rush,Drake Anderson run for 2 yds to the Nwest 17,2,-0.15990815885355492
